ID,Title,Rating,tags
1198,Find-Smallest-Common-Element-in-All-Rows,1401,Array;Hash Table;Binary Search;Matrix;Counting
3111,Minimum-Rectangles-to-Cover-Points,1401,Array;Greedy;Sorting
1508,Range-Sum-of-Sorted-Subarray-Sums,1402,Array;Two Pointers;Binary Search;Sorting;Prefix Sum
1700,Number-of-Students-Unable-to-Eat-Lunch,1404,Array;Stack;Queue;Simulation
1237,Find-Positive-Integer-Solution-for-a-Given-Equation,1404,Math;Two Pointers;Binary Search;Interactive
3101,Count-Alternating-Subarrays,1404,Array;Math
1457,Pseudo-Palindromic-Paths-in-a-Binary-Tree,1405,
2734,Lexicographically-Smallest-String-After-Substring-Operation,1405,String;Greedy
1410,HTML-Entity-Parser,1405,Hash Table;String
1561,Maximum-Number-of-Coins-You-Can-Get,1405,Array;Math;Greedy;Sorting;Game Theory
2996,Smallest-Missing-Integer-Greater-Than-Sequential-Prefix-Sum,1405,Array;Hash Table;Sorting
2946,Matrix-Similarity-After-Cyclic-Shifts,1405,Array;Math;Matrix;Simulation
2744,Find-Maximum-Number-of-String-Pairs,1405,Array;Hash Table;String;Simulation
2451,Odd-String-Difference,1406,Array;Hash Table;String
1886,Determine-Whether-Matrix-Can-Be-Obtained-By-Rotation,1407,Array;Matrix
1325,Delete-Leaves-With-a-Given-Value,1407,Tree;Depth-First Search;Binary Tree
1217,Minimum-Cost-to-Move-Chips-to-The-Same-Position,1407,Array;Math;Greedy
1006,Clumsy-Factorial,1407,Math;Stack;Simulation
2110,Number-of-Smooth-Descent-Periods-of-a-Stock,1408,Array;Math;Dynamic Programming
1588,Sum-of-All-Odd-Length-Subarrays,1408,Array;Math;Prefix Sum
2834,Find-the-Minimum-Possible-Sum-of-a-Beautiful-Array,1409,Math;Greedy
1138,Alphabet-Board-Path,1410,Hash Table;String
3546,Equal-Sum-Grid-Partition-I,1411,Array;Matrix;Enumeration;Prefix Sum
3121,Count-the-Number-of-Special-Characters-II,1411,Hash Table;String
841,Keys-and-Rooms,1412,Depth-First Search;Breadth-First Search;Graph
1823,Find-the-Winner-of-the-Circular-Game,1412,Array;Math;Recursion;Queue;Simulation
2521,Distinct-Prime-Factors-of-Product-of-Array,1413,Array;Hash Table;Math;Number Theory
2383,Minimum-Hours-of-Training-to-Win-a-Competition,1413,Array;Greedy
1985,Find-the-Kth-Largest-Integer-in-the-Array,1414,Array;String;Divide and Conquer;Sorting;Heap (Priority Queue);Quickselect
890,Find-and-Replace-Pattern,1414,Array;Hash Table;String
